addr,data
0x1D5A,10
0x1D5C,-1
0x1D5E,36
0x1D60,87
0x1D62,15
0x1D64,88
0x1D66,14
0x1D68,62
0x1D6A,-21
0x1D6C,-22
0x1D6E,-71
0x1D70,71
0x1D72,31
0x1D74,-40
0x1D76,-38
0x1D78,-24
0x1D7A,-16
0x1D7C,-37
0x1D7E,-38
0x1D80,70
0x1D82,-91
0x1D84,-23
0x1D86,-38
0x1D88,58
0x1D8A,-88
0x1D8C,99
0x1D8E,-53
0x1D90,-11
0x1D92,-47
0x1D94,2
0x1D96,17
0x1D98,-48
0x1D9A,86
0x1D9C,70
0x1D9E,-13
0x1DA0,15
0x1DA2,83
0x1DA4,38
0x1DA6,-96
0x1DA8,-5
0x1DAA,-87
0x1DAC,-67
0x1DAE,53
0x1DB0,-84
0x1DB2,70
0x1DB4,82
0x1DB6,96
0x1DB8,54
0x1DBA,-13
0x1DBC,-84
0x1DBE,46
0x1DC0,-94
0x1DC2,-73
0x1DC4,-73
0x1DC6,48
0x1DC8,37
0x1DCA,-32
0x1DCC,-82
0x1DCE,-43
0x1DD0,5
0x1DD2,99
0x1DD4,56
0x1DD6,-85
0x1DD8,-91
0x1DDA,22
0x1DDC,28
0x1DDE,-43
0x1DE0,-65
0x1DE2,17
0x1DE4,54
0x1DE6,57
0x1DE8,-5
0x1DEA,-25
0x1DEC,31
0x1DEE,-79
0x1DF0,-95
0x1DF2,61
0x1DF4,85
0x1DF6,49
0x1DF8,-45
0x1DFA,-89
0x1DFC,4
0x1DFE,-50
0x1E00,-22
0x1E02,-10
0x1E04,-39
0x1E06,-8
0x1E08,83
0x1E0A,2
0x1E0C,-14
0x1E0E,-40
0x1E10,55
0x1E12,-51
0x1E14,38
0x1E16,-72
0x1E18,6
0x1E1A,29
0x1E1C,54
0x1E1E,2
0x1E20,-23
0x1E22,-57
0x1E24,80
0x1E26,23
0x1E28,66
0x1E2A,50
0x1E2C,-48
0x1E2E,20
0x1E30,-5
0x1E32,36
0x1E34,29
0x1E36,98
0x1E38,83
0x1E3A,-64
0x1E3C,50
0x1E3E,-15
0x1E40,-80
0x1E42,94
0x1E44,53
0x1E46,20
0x1E48,73
0x1E4A,56
0x1E4C,-4
0x1E4E,-15
0x1E50,-37
0x1E52,-2
0x1E54,-65
0x1E56,-35
0x1E58,74
0x1E5A,-34
0x1E5C,-65
0x1E5E,85
0x1E60,92
0x1E62,85
0x1E64,46
0x1E66,-73
0x1E68,42
0x1E6A,59
0x1E6C,-61
0x1E6E,-73
0x1E70,19
0x1E72,80
0x1E74,-79
0x1E76,20
0x1E78,18
0x1E7A,90
0x1E7C,52
0x1E7E,34
0x1E80,-32
0x1E82,65
0x1E84,-31
0x1E86,96
0x1E88,-81
0x1E8A,49
0x1E8C,-27
0x1E8E,-72
0x1E90,2
0x1E92,13
0x1E94,-77
0x1E96,-85
0x1E98,29
0x1E9A,48
0x1E9C,39
0x1E9E,67
0x1EA0,58
0x1EA2,74
0x1EA4,-47
0x1EA6,25
0x1EA8,92
0x1EAA,73
0x1EAC,-30
0x1EAE,15
0x1EB0,-13
0x1EB2,-57
0x1EB4,-32
0x1EB6,-90
0x1EB8,-15
0x1EBA,-25
0x1EBC,-100
0x1EBE,65
0x1EC0,40
0x1EC2,-84
0x1EC4,-47
0x1EC6,-35
0x1EC8,-9
0x1ECA,59
0x1ECC,7
0x1ECE,42
0x1ED0,34
0x1ED2,-49
0x1ED4,36
0x1ED6,76
0x1ED8,-67
0x1EDA,-17
0x1EDC,-77
0x1EDE,31
0x1EE0,37
0x1EE2,15
0x1EE4,-100
0x1EE6,-76
0x1EE8,82
0x1EEA,-44
0x1EEC,25
0x1EEE,-43
0x1EF0,86
0x1EF2,-10
0x1EF4,-40
0x1EF6,-26
0x1EF8,22
0x1EFA,-54
0x1EFC,-12
0x1EFE,-79
0x1F00,-26
0x1F02,-51
0x1F04,-54
0x1F06,-23
0x1F08,-86
0x1F0A,36
0x1F0C,29
0x1F0E,18
0x1F10,-6
0x1F12,82
0x1F14,-30
0x1F16,-50
0x1F18,75
0x1F1A,-61
0x1F1C,39
0x1F1E,94
0x1F20,50
0x1F22,-97
0x1F24,93
0x1F26,69
0x1F28,-56
0x1F2A,-57
0x1F2C,-97
0x1F2E,91
0x1F30,70
0x1F32,-45
0x1F34,-99
0x1F36,29
0x1F38,-32
0x1F3A,-10
0x1F3C,24
0x1F3E,-12
0x1F40,-52
0x1F42,94
0x1F44,-30
0x1F46,-60
0x1F48,-91
0x1F4A,-53
0x1F4C,0
0x1F4E,92
0x1F50,12
0x1F52,75
0x1F54,67
0x1F56,-63
0x1F58,-17
0x1F5A,-28
0x1F5C,-47
0x1F5E,73
0x1F60,-12
0x1F62,60
0x1F64,-46
0x1F66,45
0x1F68,-35
0x1F6A,-32
0x1F6C,62
0x1F6E,85
0x1F70,-79
0x1F72,86
0x1F74,-20
0x1F76,74
0x1F78,2
0x1F7A,87
0x1F7C,-24
0x1F7E,-20
0x1F80,53
0x1F82,-37
0x1F84,-43
0x1F86,6
0x1F88,-99
0x1F8A,47
0x1F8C,11
0x1F8E,1
0x1F90,-65
0x1F92,29
0x1F94,-94
0x1F96,-35
0x1F98,39
0x1F9A,-22
0x1F9C,-14
0x1F9E,77
0x1FA0,39
0x1FA2,-21
0x1FA4,32
0x1FA6,-39
0x1FA8,41
0x1FAA,-38
0x1FAC,4
0x1FAE,4
0x1FB0,-13
0x1FB2,-66
0x1FB4,-54
0x1FB6,-56
0x1FB8,84
0x1FBA,9
0x1FBC,51
0x1FBE,38
0x1FC0,51
0x1FC2,86
0x1FC4,27
0x1FC6,-83
0x1FC8,64
0x1FCA,-86
0x1FCC,22
0x1FCE,-33
0x1FD0,72
0x1FD2,-61
0x1FD4,-90
0x1FD6,-59
0x1FD8,-27
0x1FDA,67
0x1FDC,74
0x1FDE,73
0x1FE0,1
0x1FE2,36
0x1FE4,61
0x1FE6,5
0x1FE8,79
0x1FEA,54
0x1FEC,-84
0x1FEE,99
0x1FF0,-96
0x1FF2,-91
0x1FF4,-77
0x1FF6,89
0x1FF8,-37
0x1FFA,-10
0x1FFC,39
0x1FFE,5
0x2000,-37
0x2002,56
0x2004,97
0x2006,89
0x2008,-63
0x200A,17
0x200C,-4
0x200E,-16
0x2010,29
0x2012,-91
0x2014,-37
0x2016,73
0x2018,-85
0x201A,46
0x201C,94
0x201E,60
0x2020,-55
0x2022,50
0x2024,-81
0x2026,-60
0x2028,-95
0x202A,80
0x202C,4
0x202E,29
0x2030,77
0x2032,13
0x2034,-73
0x2036,35
0x2038,-96
0x203A,-20
0x203C,11
0x203E,21
0x2040,7
0x2042,-34
0x2044,-12
0x2046,96
0x2048,-43
0x204A,-84
0x204C,-31
0x204E,-5
0x2050,2
0x2052,-11
0x2054,67
0x2056,-30
0x2058,-30
0x205A,22
0x205C,-90
0x205E,-9
0x2060,-79
0x2062,36
0x2064,81
0x2066,9
0x2068,86
0x206A,34
0x206C,-6
0x206E,-9
0x2070,55
0x2072,19
0x2074,-62
0x2076,-42
0x2078,-30
0x207A,-18
0x207C,8
0x207E,-24
0x2080,-36
0x2082,-75
0x2084,-81
0x2086,-83
0x2088,42
0x208A,71
0x208C,90
0x208E,53
0x2090,66
0x2092,-21
0x2094,72
0x2096,96
0x2098,-8
0x209A,-50
0x209C,40
0x209E,83
0x20A0,-91
0x20A2,-19
0x20A4,-10
0x20A6,-55
0x20A8,30
0x20AA,43
0x20AC,77
0x20AE,-94
0x20B0,58
0x20B2,-41
0x20B4,71
0x20B6,-46
0x20B8,48
0x20BA,17
0x20BC,-56
0x20BE,55
0x20C0,59
0x20C2,25
0x20C4,10
0x20C6,-89
0x20C8,38
0x20CA,-45
0x20CC,-89
0x20CE,-49
0x20D0,11
0x20D2,-73
0x20D4,-98
0x20D6,45
0x20D8,-56
0x20DA,29
0x20DC,20
0x20DE,64
0x20E0,56
0x20E2,-13
0x20E4,-11
0x20E6,13
0x20E8,12
0x20EA,-89
0x20EC,-3
0x20EE,-28
0x20F0,89
0x20F2,-73
0x20F4,47
0x20F6,-47
0x20F8,95
0x20FA,-93
0x20FC,-51
0x20FE,5
0x2100,-61
0x2102,-46
0x2104,84
0x2106,-87
0x2108,-73
0x210A,-70
0x210C,-40
0x210E,-9
0x2110,84
0x2112,46
0x2114,-56
0x2116,46
0x2118,61
0x211A,25
0x211C,-50
0x211E,52
0x2120,-54
0x2122,-45
0x2124,86
0x2126,-56
0x2128,-72
0x212A,-20
0x212C,-33
0x212E,-47
0x2130,-84
0x2132,5
0x2134,-25
0x2136,28
0x2138,58
0x213A,71
0x213C,25
0x213E,-79
0x2140,2
0x2142,-24
0x2144,73
0x2146,-20
0x2148,-98
0x214A,47
0x214C,76
0x214E,-5
0x2150,48
0x2152,-45
0x2154,-61
0x2156,-49
0x2158,44
0x215A,82
0x215C,-51
0x215E,-2
0x2160,20
0x2162,84
0x2164,-31
0x2166,-68
0x2168,16
0x216A,96
0x216C,21
0x216E,23
0x2170,-12
0x2172,-74
0x2174,30
0x2176,-87
0x2178,-89
0x217A,-92
0x217C,-95
0x217E,-6
0x2180,74
0x2182,-58
0x2184,32
0x2186,-68
0x2188,-5
0x218A,95
0x218C,55
0x218E,-45
0x2190,85
0x2192,-17
0x2194,-76
0x2196,54
0x2198,81
0x219A,-16
0x219C,-98
0x219E,49
0x21A0,-87
0x21A2,-40
0x21A4,-69
0x21A6,35
0x21A8,-83
0x21AA,-18
0x21AC,-15
0x21AE,-39
0x21B0,74
0x21B2,5
0x21B4,13
0x21B6,34
0x21B8,9
0x21BA,-44
0x21BC,-2
0x21BE,92
0x21C0,6
0x21C2,47
0x21C4,-46
0x21C6,62
0x21C8,-22
0x21CA,-40
0x21CC,34
0x21CE,41
0x21D0,-66
0x21D2,0
0x21D4,-48
0x21D6,11
0x21D8,-52
0x21DA,21
0x21DC,-2
0x21DE,73
0x21E0,-82
0x21E2,57
0x21E4,-24
0x21E6,43
0x21E8,-12
0x21EA,-40
0x21EC,94
0x21EE,-41
0x21F0,60
0x21F2,96
0x21F4,-20
0x21F6,47
0x21F8,-77
0x21FA,100
0x21FC,3
0x21FE,-96
0x2200,56
0x2202,75
0x2204,-47
0x2206,-24
0x2208,82
0x220A,-92
0x220C,-61
0x220E,-90
0x2210,55
0x2212,-81
0x2214,-17
0x2216,44
0x2218,-4
0x221A,-3
0x221C,8
0x221E,20
0x2220,22
0x2222,34
0x2224,-32
0x2226,8
0x2228,100
0x222A,44
0x222C,-45
0x222E,-19
0x2230,-84
0x2232,81
0x2234,67
0x2236,-43
0x2238,-56
0x223A,1
0x223C,17
0x223E,65
0x2240,82
0x2242,61
0x2244,56
0x2246,96
0x2248,-73
0x224A,82
0x224C,-46
0x224E,-15
0x2250,-28
0x2252,-10
0x2254,15
0x2256,36
0x2258,61
0x225A,-42
0x225C,22
0x225E,79
0x2260,-18
0x2262,-18
0x2264,-10
0x2266,18
0x2268,-12
0x226A,4
0x226C,-95
0x226E,19
0x2270,88
0x2272,-51
0x2274,97
0x2276,92
0x2278,-98
0x227A,66
0x227C,37
0x227E,24
0x2280,-38
0x2282,-71
0x2284,-92
0x2286,-15
0x2288,-93
0x228A,-20
0x228C,20
0x228E,44
0x2290,38
0x2292,89
0x2294,88
0x2296,39
0x2298,-77
0x229A,-18
0x229C,-17
0x229E,52
0x22A0,-5
0x22A2,0
0x22A4,40
0x22A6,-52
0x22A8,15
0x22AA,-21
0x22AC,-7
0x22AE,92
0x22B0,66
0x22B2,43
0x22B4,-70
0x22B6,-14
0x22B8,-76
0x22BA,68
0x22BC,-14
0x22BE,57
0x22C0,98
0x22C2,-85
0x22C4,83
0x22C6,64
0x22C8,-96
0x22CA,40
0x22CC,30
0x22CE,-95
0x22D0,49
0x22D2,67
0x22D4,-85
0x22D6,72
0x22D8,-57
0x22DA,-39
0x22DC,90
0x22DE,91
0x22E0,-90
0x22E2,32
0x22E4,-62
0x22E6,27
0x22E8,25
0x22EA,53
0x22EC,-89
0x22EE,-37
0x22F0,65
0x22F2,-30
0x22F4,-51
0x22F6,-15
0x22F8,40
0x22FA,-93
0x22FC,-53
0x22FE,27
0x2300,64
0x2302,-99
0x2304,89
0x2306,-65
0x2308,-6
0x230A,25
0x230C,99
0x230E,-7
0x2310,-20
0x2312,29
0x2314,73
0x2316,92
0x2318,-77
0x231A,-80
0x231C,-52
0x231E,-50
0x2320,84
0x2322,-19
0x2324,-49
0x2326,-4
0x2328,-50
0x232A,-48
0x232C,60
0x232E,-94
0x2330,-99
0x2332,-17
0x2334,18
0x2336,97
0x2338,-63
0x233A,66
0x233C,36
0x233E,-71
0x2340,66
0x2342,-35
0x2344,27
0x2346,-55
0x2348,-99
0x234A,-56
0x234C,59
0x234E,18
0x2350,17
0x2352,-30
0x2354,-67
0x2356,83
0x2358,-70
0x235A,9
0x235C,-94
0x235E,-65
0x2360,-14
0x2362,-97
0x2364,-60
0x2366,-96
0x2368,6
0x236A,-68
0x236C,17
0x236E,15
0x2370,-74
0x2372,-1
0x2374,-7
0x2376,91
0x2378,-92
0x237A,1
0x237C,-49
0x237E,-57
0x2380,-79
0x2382,33
0x2384,-89
0x2386,86
0x2388,62
0x238A,15
0x238C,22
0x238E,-84
0x2390,-1
0x2392,-76
0x2394,-47
0x2396,37
0x2398,15
0x239A,-79
0x239C,93
0x239E,18
0x23A0,-60
0x23A2,72
0x23A4,-25
0x23A6,-27
0x23A8,-18
0x23AA,80
0x23AC,-29
0x23AE,-12
0x23B0,5
0x23B2,-93
0x23B4,-69
0x23B6,34
0x23B8,-29
0x23BA,-41
0x23BC,-98
0x23BE,-57
0x23C0,60
0x23C2,-40
0x23C4,13
0x23C6,47
0x23C8,-69
0x23CA,22
0x23CC,-11
0x23CE,45
0x23D0,47
0x23D2,35
0x23D4,77
0x23D6,40
0x23D8,13
0x23DA,32
0x23DC,37
0x23DE,-53
0x23E0,70
0x23E2,-88
0x23E4,-56
0x23E6,27
0x23E8,16
0x23EA,3
0x23EC,0
0x23EE,58
0x23F0,-90
0x23F2,-11
0x23F4,13
0x23F6,-27
0x23F8,-90
0x23FA,45
0x23FC,-46
0x23FE,58
0x2400,90
0x2402,60
0x2404,-71
0x2406,74
0x2408,-54
0x240A,-58
0x240C,-19
0x240E,22
0x2410,-27
0x2412,-75
0x2414,-99
0x2416,-30
0x2418,93
0x241A,-19
0x241C,-85
0x241E,7
0x2420,74
0x2422,27
0x2424,-46
0x2426,-73
0x2428,31
0x242A,-10
0x242C,-9
0x242E,-64
0x2430,53
0x2432,-72
0x2434,50
0x2436,13
0x2438,-16
0x243A,29
0x243C,-40
0x243E,-78
0x2440,-18
0x2442,51
0x2444,49
0x2446,-86
0x2448,-1
0x244A,-66
0x244C,58
0x244E,29
0x2450,-75
0x2452,-90
0x2454,76
0x2456,-8
0x2458,-96
0x245A,-31
0x245C,-31
0x245E,-5
0x2460,-43
0x2462,62
0x2464,97
0x2466,5
0x2468,90
0x246A,74
0x246C,15
0x246E,-54
0x2470,-46
0x2472,41
0x2474,-51
0x2476,-79
0x2478,-8
0x247A,-31
0x247C,33
0x247E,-93
0x2480,-53
0x2482,-39
0x2484,-36
0x2486,63
0x2488,-72
0x248A,40
0x248C,46
0x248E,-82
0x2490,96
0x2492,-4
0x2494,60
0x2496,82
0x2498,-28
0x249A,92
0x249C,97
0x249E,-76
0x24A0,-46
0x24A2,2
0x24A4,55
0x24A6,-70
0x24A8,72
0x24AA,81
0x24AC,56
0x24AE,-54
0x24B0,59
0x24B2,-98
0x24B4,100
0x24B6,-46
0x24B8,83
0x24BA,-86
0x24BC,-58
0x24BE,-89
0x24C0,-31
0x24C2,17
0x24C4,48
0x24C6,-37
0x24C8,-22
0x24CA,-31
0x24CC,42
0x24CE,-60
0x24D0,-48
0x24D2,-6
0x24D4,-23
0x24D6,89
0x24D8,13
0x24DA,-8
0x24DC,-37
0x24DE,27
0x24E0,9
0x24E2,-21
0x24E4,-33
0x24E6,-20
0x24E8,82
0x24EA,-82
0x24EC,-32
0x24EE,-38
0x24F0,92
0x24F2,85
0x24F4,69
0x24F6,-92
0x24F8,-67
0x24FA,71
0x24FC,5
0x24FE,52
0x2500,-19
0x2502,-27
0x2504,7
0x2506,29
0x2508,-80
0x250A,86
0x250C,91
0x250E,47
0x2510,75
0x2512,-3
0x2514,-77
0x2516,81
0x2518,10
0x251A,19
0x251C,-95
0x251E,-44
0x2520,-58
0x2522,36
0x2524,-96
0x2526,-67
0x2528,-98
0x252A,-59
0x252C,20
0x252E,40
0x2530,-86
0x2532,97
0x2534,-90
0x2536,56
0x2538,36
0x253A,10
0x253C,55
0x253E,99
0x2540,-5
0x2542,-33
0x2544,-5
0x2546,-56
0x2548,99
0x254A,80
0x254C,87
0x254E,20
0x2550,5
0x2552,-62
0x2554,-17
0x2556,50
0x2558,22
0x255A,-14
0x255C,60
0x255E,-22
0x2560,23
0x2562,43
0x2564,-97
0x2566,-3
0x2568,-98
0x256A,92
0x256C,-39
0x256E,49
0x2570,-39
0x2572,-89
0x2574,-79
0x2576,44
0x2578,56
0x257A,60
0x257C,-66
0x257E,81
0x2580,-63
0x2582,11
0x2584,49
0x2586,-21
0x2588,40
0x258A,72
0x258C,-50
0x258E,-36
0x2590,-90
0x2592,13
0x2594,18
0x2596,-100
0x2598,-74
0x259A,32
0x259C,2
0x259E,48
0x25A0,59
0x25A2,23
0x25A4,-57
0x25A6,11
0x25A8,67
0x25AA,6
0x25AC,57
0x25AE,-53
0x25B0,53
0x25B2,68
0x25B4,14
0x25B6,77
0x25B8,-40
0x25BA,88
0x25BC,-29
0x25BE,-38
0x25C0,79
0x25C2,6
0x25C4,-34
0x25C6,-96
0x25C8,-76
0x25CA,12
0x25CC,-83
0x25CE,58
0x25D0,-67
0x25D2,90
0x25D4,79
0x25D6,54
0x25D8,55
0x25DA,-28
0x25DC,-4
0x25DE,-11
0x25E0,42
0x25E2,62
0x25E4,-45
0x25E6,75
0x25E8,-93
0x25EA,-89
0x25EC,-85
0x25EE,-22
0x25F0,1
0x25F2,89
0x25F4,-73
0x25F6,-35
0x25F8,-57
0x25FA,-34
0x25FC,-50
0x25FE,76
0x2600,-24
0x2602,-34
0x2604,-62
0x2606,88
0x2608,-73
0x260A,67
0x260C,46
0x260E,78
0x2610,-71
0x2612,0
0x2614,-74
0x2616,27
0x2618,21
0x261A,40
0x261C,12
0x261E,-8
0x2620,-39
0x2622,63
0x2624,-36
0x2626,89
0x2628,46
0x262A,-33
0x262C,-51
0x262E,2
0x2630,25
0x2632,-91
0x2634,6
0x2636,-84
0x2638,-41
0x263A,-68
0x263C,-19
0x263E,-69
0x2640,15
0x2642,-23
0x2644,45
0x2646,-73
0x2648,99
0x264A,-36
0x264C,-37
0x264E,-90
0x2650,-42
0x2652,55
0x2654,-41
0x2656,94
0x2658,39
0x265A,71
0x265C,31
0x265E,97
0x2660,-89
0x2662,64
0x2664,65
0x2666,57
0x2668,-51
0x266A,-89
0x266C,76
0x266E,39
0x2670,18
0x2672,-3
0x2674,-41
0x2676,-99
0x2678,-78
0x267A,-51
0x267C,-20
0x267E,27
0x2680,-47
0x2682,18
0x2684,49
0x2686,53
0x2688,64
0x268A,17
0x268C,-99
0x268E,61
0x2690,40
0x2692,63
0x2694,-67
0x2696,-40
0x2698,58
0x269A,-41
0x269C,-64
0x269E,9
0x26A0,14
0x26A2,11
0x26A4,26
0x26A6,-30
0x26A8,-51
0x26AA,25
0x26AC,49
0x26AE,90
0x26B0,84
0x26B2,-99
0x26B4,21
0x26B6,-12
0x26B8,68
0x26BA,-76
0x26BC,50
0x26BE,-67
0x26C0,-20
0x26C2,65
0x26C4,-36
0x26C6,90
0x26C8,-62
0x26CA,50
0x26CC,-30
0x26CE,-40
0x26D0,98
0x26D2,-81
0x26D4,-67
0x26D6,92
0x26D8,-86
0x26DA,-25
0x26DC,1
0x26DE,1
0x26E0,-41
0x26E2,-30
0x26E4,12
0x26E6,-97
0x26E8,-14
0x26EA,-78
0x26EC,-95
0x26EE,-14
0x26F0,41
0x26F2,98
0x26F4,-64
0x26F6,82
0x26F8,-47
0x26FA,97
0x26FC,70
0x26FE,21
0x2700,-40
0x2702,25
0x2704,49
0x2706,23
0x2708,13
0x270A,-18
0x270C,9
0x270E,39
0x2710,12
0x2712,-69
0x2714,-29
0x2716,-33
0x2718,-62
0x271A,-31
0x271C,-34
0x271E,61
0x2720,-90
0x2722,76
0x2724,59
0x2726,15
0x2728,-94
0x272A,34
0x272C,-78
0x272E,-17
0x2730,68
0x2732,77
0x2734,100
0x2736,5
0x2738,54
0x273A,82
0x273C,48
0x273E,15
0x2740,43
0x2742,78
0x2744,-34
0x2746,0
0x2748,33
0x274A,81
0x274C,-62
0x274E,75
0x2750,-3
0x2752,-8
0x2754,-16
0x2756,-86
0x2758,-52
0x275A,-7
0x275C,-61
0x275E,93
0x2760,-91
0x2762,8
0x2764,-99
0x2766,-23
0x2768,60
0x276A,-45
0x276C,-45
0x276E,-33
0x2770,-11
0x2772,-4
0x2774,-5
0x2776,-54
0x2778,4
0x277A,53
0x277C,-80
0x277E,-44
0x2780,-86
0x2782,11
0x2784,44
0x2786,-67
0x2788,95
0x278A,-36
0x278C,-2
0x278E,15
0x2790,-46
0x2792,23
0x2794,15
0x2796,40
0x2798,-77
0x279A,-83
0x279C,31
0x279E,-54
0x27A0,89
0x27A2,79
0x27A4,62
0x27A6,70
0x27A8,-61
0x27AA,-71
0x27AC,-22
0x27AE,-94
0x27B0,-20
0x27B2,-10
0x27B4,-47
0x27B6,-89
0x27B8,7
0x27BA,-39
0x27BC,29
0x27BE,-93
0x27C0,88
0x27C2,-76
0x27C4,66
0x27C6,-27
0x27C8,-31
0x27CA,80
0x27CC,83
0x27CE,-72
0x27D0,2
0x27D2,-80
0x27D4,-18
0x27D6,66
0x27D8,-24
0x27DA,13
0x27DC,-7
0x27DE,33
0x27E0,-37
0x27E2,1
0x27E4,19
0x27E6,-61
0x27E8,66
0x27EA,-67
0x27EC,-48
0x27EE,9
0x27F0,-26
0x27F2,-56
0x27F4,81
0x27F6,20
0x27F8,-83
0x27FA,29
0x27FC,-61
0x27FE,79
0x2800,39
0x2802,12
0x2804,45
0x2806,91
0x2808,63
0x280A,19
0x280C,-91
0x280E,20
0x2810,96
0x2812,-5
0x2814,-96
0x2816,53
0x2818,55
0x281A,66
0x281C,-41
0x281E,-59
0x2820,70
0x2822,-83
0x2824,5
0x2826,18
0x2828,-96
0x282A,21
0x282C,-12
0x282E,-60
0x2830,16
0x2832,-4
0x2834,60
0x2836,12
0x2838,-35
0x283A,-76
0x283C,-32
0x283E,-2
0x2840,-98
0x2842,-26
0x2844,-83
0x2846,-63
0x2848,-93
0x284A,28
0x284C,13
0x284E,54
0x2850,-62
0x2852,58
0x2854,-76
0x2856,-54
0x2858,70
0x285A,37
0x285C,42
0x285E,-71
0x2860,-97
0x2862,-97
0x2864,-86
0x2866,10
0x2868,-83
0x286A,-87
0x286C,11
0x286E,33
0x2870,0
0x2872,-47
0x2874,8
0x2876,67
0x2878,38
0x287A,-5
0x287C,-45
0x287E,-33
0x2880,59
0x2882,53
0x2884,32
0x2886,-65
0x2888,44
0x288A,32
0x288C,-98
0x288E,59
0x2890,-30
0x2892,12
0x2894,81
0x2896,40
0x2898,-34
0x289A,52
0x289C,-8
0x289E,66
0x28A0,-38
0x28A2,40
0x28A4,30
0x28A6,-34
0x28A8,-66
0x28AA,48
0x28AC,-21
0x28AE,13
0x28B0,-30
0x28B2,57
0x28B4,69
0x28B6,-20
0x28B8,-95
0x28BA,-16
0x28BC,65
0x28BE,-59
0x28C0,-36
0x28C2,-32
0x28C4,20
0x28C6,-15
0x28C8,-88
0x28CA,77
0x28CC,-80
0x28CE,-16
0x28D0,-30
0x28D2,-30
0x28D4,-95
0x28D6,-23
0x28D8,28
0x28DA,-61
0x28DC,-27
0x28DE,50
0x28E0,7
0x28E2,65
0x28E4,-74
0x28E6,-95
0x28E8,36
0x28EA,93
0x28EC,34
0x28EE,-71
0x28F0,-50
0x28F2,-4
0x28F4,-56
0x28F6,100
0x28F8,59
0x28FA,6
0x28FC,45
0x28FE,37
0x2900,60
0x2902,-18
0x2904,65
0x2906,-58
0x2908,20
0x290A,58
0x290C,-93
0x290E,8
0x2910,77
0x2912,45
0x2914,-58
0x2916,76
0x2918,20
0x291A,4
0x291C,32
0x291E,15
0x2920,-31
0x2922,52
0x2924,-35
0x2926,-44
0x2928,76
0x292A,-3
0x292C,-36
0x292E,69
0x2930,61
0x2932,-42
0x2934,-66
0x2936,98
0x2938,80
0x293A,-98
0x293C,61
0x293E,-61
0x2940,97
0x2942,-1
0x2944,16
0x2946,-38
0x2948,-28
0x294A,31
0x294C,-73
0x294E,58
0x2950,-50
0x2952,-93
0x2954,1
0x2956,-54
0x2958,85
0x295A,-32
0x295C,4
0x295E,-92
0x2960,-85
0x2962,-50
0x2964,15
0x2966,-76
0x2968,85
0x296A,12
0x296C,-60
0x296E,-95
0x2970,57
0x2972,2
0x2974,-65
0x2976,-11
0x2978,-31
0x297A,-51
0x297C,-61
0x297E,97
0x2980,91
0x2982,-35
0x2984,-1
0x2986,2
0x2988,92
0x298A,20
0x298C,8
0x298E,-19
0x2990,-67
0x2992,-42
0x2994,77
0x2996,-23
0x2998,-70
0x299A,-24
0x299C,-63
0x299E,-84
0x29A0,22
0x29A2,-64
0x29A4,-6
0x29A6,47
0x29A8,23
0x29AA,2
0x29AC,97
0x29AE,97
0x29B0,-34
0x29B2,17
0x29B4,-53
0x29B6,94
0x29B8,38
0x29BA,26
0x29BC,-84
0x29BE,-87
0x29C0,0
0x29C2,-58
0x29C4,-53
0x29C6,40
0x29C8,-79
0x29CA,-18
0x29CC,-19
0x29CE,-76
0x29D0,-62
0x29D2,-38
0x29D4,41
0x29D6,21
0x29D8,63
0x29DA,-10
0x29DC,66
0x29DE,-49
0x29E0,3
0x29E2,-50
0x29E4,-88
0x29E6,30
0x29E8,-34
0x29EA,-42
0x29EC,-95
0x29EE,22
0x29F0,-6
0x29F2,-40
0x29F4,47
0x29F6,33
0x29F8,45
0x29FA,85
0x29FC,76
0x29FE,64
0x2A00,61
0x2A02,74
0x2A04,66
0x2A06,-82
0x2A08,15
0x2A0A,60
0x2A0C,91
0x2A0E,-83
0x2A10,-36
0x2A12,-56
0x2A14,-92
0x2A16,91
0x2A18,71
0x2A1A,25
0x2A1C,-59
0x2A1E,-50
0x2A20,-1
0x2A22,-44
0x2A24,-58
0x2A26,-48
0x2A28,47
0x2A2A,98
0x2A2C,52
0x2A2E,70
0x2A30,5
0x2A32,-87
0x2A34,-2
0x2A36,4
0x2A38,-49
0x2A3A,11
0x2A3C,-23
0x2A3E,27
0x2A40,-22
0x2A42,-67
0x2A44,18
0x2A46,98
0x2A48,-4
0x2A4A,54
0x2A4C,79
0x2A4E,8
0x2A50,-58
0x2A52,61
0x2A54,-4
0x2A56,-66
0x2A58,44
0x2A5A,3
0x2A5C,60
0x2A5E,29
0x2A60,-3
0x2A62,70
0x2A64,-85
0x2A66,-2
0x2A68,11
0x2A6A,43
0x2A6C,-60
0x2A6E,42
0x2A70,63
0x2A72,95
0x2A74,-84
0x2A76,-83
0x2A78,15
0x2A7A,-8
0x2A7C,48
0x2A7E,19
0x2A80,-50
0x2A82,56
0x2A84,-46
0x2A86,77
0x2A88,35
0x2A8A,0
0x2A8C,24
0x2A8E,-30
0x2A90,65
0x2A92,-75
0x2A94,67
0x2A96,-22
0x2A98,40
0x2A9A,-91
0x2A9C,40
0x2A9E,-52
0x2AA0,99
0x2AA2,3
0x2AA4,19
0x2AA6,34
0x2AA8,43
0x2AAA,41
0x2AAC,47
0x2AAE,-62
0x2AB0,-4
0x2AB2,42
